[00:01:08] [Server thread/INFO]: <Irx99> -272 -224
[00:01:35] [Server thread/INFO]: <Irx99> portal en -> -300 -250 aprox
[00:02:02] [Server thread/INFO]: <Irx99> -38 -31 en el nether
[00:30:08] [Server thread/INFO]: [Irx99: Gave 1 [Crossbow] to Lalmeja]
[00:30:23] [Server thread/INFO]: Lalmeja has made the advancement [Ol' Betsy]
[00:33:42] [Server thread/INFO]: [Irx99: Gave 1 [Crossbow] to Lalmeja]
[00:36:12] [User Authenticator #8/INFO]: UUID of player Tactical_July is 0d2b54fb-8cca-4784-9dbd-2be2b39de0f2
[00:36:12] [Server thread/INFO]: Tactical_July[/90.173.206.174:11692] logged in with entity id 47433 at (-515.3332496828516, 71.9375, -1666.277696538481)
[00:36:12] [Server thread/INFO]: Tactical_July joined the game
[00:36:33] [Server thread/INFO]: Lalmeja lost connection: Disconnected
[00:36:33] [Server thread/INFO]: Lalmeja left the game
[00:41:30] [User Authenticator #9/INFO]: UUID of player Lalmeja is 8c461d8d-abbc-4e52-a002-a3cb22077258
[00:41:30] [Server thread/INFO]: Lalmeja[/83.53.215.253:53594] logged in with entity id 50749 at (-535.8316316453568, 79.9375, -1671.5089115616752)
[00:41:30] [Server thread/INFO]: Lalmeja joined the game
[00:44:00] [Server thread/INFO]: [Irx99: Summoned new Small Fireball]
[00:44:15] [Server thread/INFO]: [Irx99: Summoned new Small Fireball]
[00:49:23] [Server thread/INFO]: [Irx99: Gave 1 [Crossbow] to Lalmeja]
[00:54:14] [Server thread/INFO]: [Irx99: Gave 3 [Firework Rocket] to Irx99]
[00:55:08] [Server thread/INFO]: [Irx99: Gave 5 [Firework Rocket] to Lalmeja]
[00:59:21] [Server thread/INFO]: [Irx99: Gave 3 [Firework Rocket] to Irx99]
[01:00:25] [Server thread/INFO]: [Irx99: Gave 1 [Firework Rocket] to Lalmeja]
[01:01:12] [Server thread/INFO]: [Irx99: Gave 3 [Firework Rocket] to Irx99]
[01:07:01] [Server thread/INFO]: Agonesc has made the advancement [Enchanter]
[01:07:30] [Server thread/INFO]: Irx99 fell out of the world
[01:07:30] [Server thread/INFO]: [Irx99: Killed 2 entities]
[01:07:47] [Server thread/INFO]: Lalmeja lost connection: Disconnected
[01:07:47] [Server thread/INFO]: Lalmeja left the game
[01:07:48] [Server thread/WARN]: handleDisconnection() called twice
[01:07:50] [Server thread/INFO]: Tactical_July lost connection: Disconnected
[01:07:50] [Server thread/INFO]: Tactical_July left the game
[01:07:50] [Server thread/INFO]: Agonesc lost connection: Disconnected
[01:07:50] [Server thread/INFO]: Agonesc left the game
[01:10:26] [Server thread/INFO]: [Irx99: Killed Small Fireball]
[01:14:43] [User Authenticator #10/INFO]: UUID of player Tactical_July is 0d2b54fb-8cca-4784-9dbd-2be2b39de0f2
[01:14:43] [Server thread/INFO]: Tactical_July[/90.173.206.174:12358] logged in with entity id 66819 at (-530.3000000119209, 72.0, -1638.6420012167516)
[01:14:43] [Server thread/INFO]: Tactical_July joined the game
[01:17:45] [User Authenticator #11/INFO]: UUID of player Lalmeja is 8c461d8d-abbc-4e52-a002-a3cb22077258
[01:17:45] [Server thread/INFO]: Lalmeja[/83.53.215.253:54074] logged in with entity id 67341 at (-529.3065000495436, 74.00133597911214, -1645.012499988079)
[01:17:45] [Server thread/INFO]: Lalmeja joined the game
[01:22:36] [Server thread/INFO]: Lalmeja has reached the goal [Beaconator]
[01:22:36] [Server thread/INFO]: Lalmeja has made the advancement [Bring Home the Beacon]
[01:24:43] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-284, y=96, z=-194} gh{x=-283, y=96, z=-194}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:15] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=87, z=-195} gh{x=-276, y=86, z=-195}
[02:04:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-284, y=87, z=-209} gh{x=-285, y=86, z=-207}
[02:04:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=86, z=-206} gh{x=-284, y=87, z=-209}
[02:04:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=86, z=-206} gh{x=-284, y=87, z=-209}
[02:04:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=86, z=-206} gh{x=-284, y=87, z=-209}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:04:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-291, y=91, z=-202} gh{x=-292, y=91, z=-203}
[02:05:11] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-292, y=88, z=-208} gh{x=-292, y=88, z=-207}
[02:05:11] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=90, z=-204} gh{x=-278, y=91, z=-205}
[02:05:11] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=90, z=-204} gh{x=-278, y=91, z=-205}
[02:05:18] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-296, y=88, z=-215} gh{x=-296, y=87, z=-215}
[02:05:18] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-296, y=88, z=-215} gh{x=-296, y=87, z=-215}
[02:05:18] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-296, y=88, z=-215} gh{x=-296, y=87, z=-215}
[02:05:26] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=90, z=-209} gh{x=-276, y=90, z=-207}
[02:05:26] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=90, z=-209} gh{x=-276, y=90, z=-207}
[02:05:26] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=90, z=-209} gh{x=-276, y=90, z=-207}
[02:06:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-280, y=81, z=-210} gh{x=-279, y=81, z=-209}
[02:06:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-280, y=81, z=-210} gh{x=-279, y=81, z=-209}
[02:06:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-280, y=81, z=-210} gh{x=-279, y=81, z=-209}
[02:06:04] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=79, z=-210} gh{x=-278, y=78, z=-210}
[02:06:04] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=79, z=-210} gh{x=-277, y=78, z=-210}
[02:06:04] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=79, z=-210} gh{x=-277, y=78, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=80, z=-210} gh{x=-278, y=80, z=-210}
[02:06:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=81, z=-210} gh{x=-277, y=79, z=-209}
[02:06:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=81, z=-210} gh{x=-277, y=79, z=-209}
[02:06:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=81, z=-210} gh{x=-277, y=79, z=-209}
[02:06:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=81, z=-210} gh{x=-277, y=79, z=-209}
[02:06:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=81, z=-212} gh{x=-276, y=80, z=-212}
[02:06:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=81, z=-212} gh{x=-276, y=80, z=-212}
[02:06:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=81, z=-212} gh{x=-276, y=80, z=-212}
[02:06:11] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-278, y=84, z=-212} gh{x=-280, y=85, z=-212}
[02:06:11] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-278, y=84, z=-212} gh{x=-280, y=85, z=-212}
[02:06:20] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=85, z=-218} gh{x=-276, y=85, z=-218}
[02:06:20] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=85, z=-218} gh{x=-276, y=85, z=-218}
[02:06:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=85, z=-218} gh{x=-276, y=85, z=-218}
[02:06:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-293, y=82, z=-194} gh{x=-293, y=81, z=-193}
[02:06:56] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=85, z=-194} gh{x=-286, y=85, z=-194}
[02:06:56] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=85, z=-194} gh{x=-286, y=85, z=-194}
[02:06:56] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=85, z=-194} gh{x=-286, y=85, z=-194}
[02:07:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-277, y=87, z=-194} gh{x=-276, y=87, z=-194}
[02:07:23] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-205} gh{x=-280, y=84, z=-204}
[02:07:23] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-205} gh{x=-280, y=84, z=-204}
[02:07:23] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-205} gh{x=-280, y=84, z=-204}
[02:07:23] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-205} gh{x=-280, y=84, z=-204}
[02:07:24] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-205} gh{x=-280, y=84, z=-204}
[02:07:29] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-278, y=89, z=-212} gh{x=-278, y=89, z=-211}
[02:07:33] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=88, z=-211} gh{x=-275, y=88, z=-210}
[02:07:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=88, z=-211} gh{x=-275, y=88, z=-210}
[02:08:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-299, y=87, z=-201} gh{x=-297, y=87, z=-202}
[02:08:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-299, y=87, z=-201} gh{x=-297, y=87, z=-202}
[02:08:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=85, z=-220} gh{x=-285, y=85, z=-221}
[02:08:08] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=85, z=-220} gh{x=-285, y=85, z=-221}
[02:08:25] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-295, y=88, z=-203} gh{x=-296, y=87, z=-203}
[02:08:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-301, y=80, z=-197} gh{x=-301, y=81, z=-198}
[02:08:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-301, y=80, z=-197} gh{x=-301, y=81, z=-198}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:08:45] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=82, z=-194} gh{x=-282, y=81, z=-194}
[02:09:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-281, y=81, z=-195}
[02:09:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-281, y=81, z=-195}
[02:09:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-281, y=81, z=-195}
[02:09:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-281, y=81, z=-195}
[02:09:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-281, y=81, z=-195}
[02:09:04] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-282, y=82, z=-195} gh{x=-283, y=83, z=-196}
[02:09:12] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-197} gh{x=-274, y=82, z=-197}
[02:09:12] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-197} gh{x=-274, y=82, z=-197}
[02:09:13] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-197} gh{x=-274, y=82, z=-197}
[02:09:13] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-197} gh{x=-274, y=82, z=-197}
[02:09:13] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-197} gh{x=-274, y=82, z=-197}
[02:09:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-273, y=79, z=-202} gh{x=-273, y=79, z=-200}
[02:09:16] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-273, y=79, z=-202} gh{x=-273, y=79, z=-200}
[02:09:24] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-273, y=84, z=-205} gh{x=-273, y=85, z=-205}
[02:09:32] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-273, y=86, z=-210} gh{x=-273, y=86, z=-209}
[02:09:32] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-273, y=86, z=-210} gh{x=-273, y=86, z=-209}
[02:10:02] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-289, y=85, z=-209} gh{x=-290, y=83, z=-210}
[02:10:02] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-289, y=85, z=-209} gh{x=-290, y=83, z=-210}
[02:10:03] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-289, y=85, z=-209} gh{x=-290, y=83, z=-210}
[02:10:10] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-224} gh{x=-284, y=83, z=-224}
[02:10:10] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-281, y=84, z=-224} gh{x=-284, y=83, z=-224}
[02:10:23] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=84, z=-218} gh{x=-275, y=83, z=-219}
[02:10:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-204} gh{x=-274, y=82, z=-205}
[02:10:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-204} gh{x=-274, y=82, z=-205}
[02:10:39] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-274, y=83, z=-204} gh{x=-274, y=82, z=-205}
[02:11:33] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-288, y=82, z=-216} gh{x=-287, y=82, z=-217}
[02:11:33] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-288, y=82, z=-216} gh{x=-287, y=82, z=-217}
[02:11:33] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-288, y=82, z=-216} gh{x=-287, y=82, z=-217}
[02:11:50] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:50] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:50] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:50] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:50] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:51] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:51] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:51] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-294, y=83, z=-210} gh{x=-294, y=83, z=-209}
[02:11:51] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-276, y=81, z=-206} gh{x=-276, y=80, z=-207}
[02:11:54] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-279, y=81, z=-203} gh{x=-275, y=81, z=-202}
[02:12:48] [Server thread/INFO]: 5ambero lost connection: Disconnected
[02:12:48] [Server thread/INFO]: 5ambero left the game
[02:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-275, y=84, z=-194} gh{x=-276, y=83, z=-193}
[02:12:49] [Server thread/INFO]: Tactical_July lost connection: Disconnected
[02:12:49] [Server thread/INFO]: Tactical_July left the game
[02:12:49] [Server thread/INFO]: Lalmeja lost connection: Disconnected
[02:12:49] [Server thread/INFO]: Lalmeja left the game
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:13:48] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-285, y=83, z=-193} gh{x=-283, y=82, z=-196}
[02:16:02] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-296, y=82, z=-197} gh{x=-297, y=81, z=-198}
[02:16:02] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-296, y=82, z=-197} gh{x=-297, y=81, z=-198}
[02:16:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-292, y=81, z=-198} gh{x=-292, y=80, z=-198}
[02:16:05] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-292, y=81, z=-198} gh{x=-292, y=80, z=-198}
[02:16:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-292, y=81, z=-198} gh{x=-292, y=80, z=-198}
[02:16:06] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-292, y=81, z=-198} gh{x=-292, y=80, z=-198}
[02:18:10] [User Authenticator #13/INFO]: UUID of player Lalmeja is 8c461d8d-abbc-4e52-a002-a3cb22077258
[02:18:11] [Server thread/INFO]: Lalmeja[/83.53.215.253:59716] logged in with entity id 124107 at (-296.02562672976507, 83.0, -211.03656642490873)
[02:18:11] [Server thread/INFO]: Lalmeja joined the game
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:21] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=0, y=0, z=0} gh{x=-293, y=81, z=-202}
[02:18:22] [User Authenticator #14/INFO]: UUID of player Tactical_July is 0d2b54fb-8cca-4784-9dbd-2be2b39de0f2
[02:18:23] [Server thread/INFO]: Tactical_July[/90.173.206.174:13215] logged in with entity id 124184 at (-503.4095899067134, 71.0, -1677.1579000386823)
[02:18:23] [Server thread/INFO]: Tactical_July joined the game
[02:18:25] [User Authenticator #15/INFO]: UUID of player 5ambero is d34d115d-3b91-425d-96d3-8ad86517a428
[02:18:25] [Server thread/INFO]: 5ambero[/91.117.160.234:31913] logged in with entity id 124587 at (-285.9315496426656, 81.0, -192.40505395297694)
[02:18:25] [Server thread/INFO]: 5ambero joined the game
[02:18:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-302, y=81, z=-208} gh{x=-301, y=81, z=-209}
[02:18:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-302, y=81, z=-208} gh{x=-301, y=81, z=-209}
[02:18:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-302, y=81, z=-208} gh{x=-301, y=81, z=-209}
[02:18:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-302, y=81, z=-208} gh{x=-301, y=81, z=-209}
[02:18:34] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-302, y=81, z=-208} gh{x=-301, y=81, z=-209}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
[02:18:35] [Server thread/WARN]: Mismatch in destroy block pos: gh{x=-300, y=82, z=-209} gh{x=-300, y=82, z=-208}
